budget;company;country;director;genre;gross;name;rating;released;runtime;score;star;votes;writer;year
0;Typhoon;Germany;Oliver Hirschbiegel;Drama;1410720;The Experiment;R;37575;114;78;Moritz Bleibtreu;82797;Mario Giordano;2001
600000000;New Line Cinema;USA;John Herzfeld;Action;244035520;15 Minutes;R;36959;120;61;Robert De Niro;44327;John Herzfeld;2001
310000000;Castle Rock Entertainment;USA;Scott Hicks;Drama;241857810;Hearts in Atlantis;PG-13;37162;101;69;Anthony Hopkins;32102;Stephen King;2001
70000000;Paramount Pictures;USA;Louis C.K.;Comedy;32932580;Pootie Tang;PG-13;37071;81;52;Chris Rock;11971;Louis C.K.;2001
0;Téléma;France;Patrice Chéreau;Drama;1034400;Intimidad;R;37295;119;62;Mark Rylance;9815;Hanif Kureishi;2001
720000000;Castle Rock Entertainment;USA;Frank Darabont;Drama;278072660;The Majestic;PG;37246;152;69;Jim Carrey;47073;Michael Sloane;2001
270000000;Winkler Films;USA;Irwin Winkler;Drama;156526370;Life as a House;R;37204;125;75;Hayden Christensen;40296;Mark Andrus;2001
250000000;Twentieth Century Fox Film Corporation;France;Chris Nahon;Action;368451240;Kiss of the Dragon;R;37078;98;66;Jet Li;55439;Jet Li;2001
230000000;Fox 2000 Pictures;USA;Tony Goldwyn;Comedy;273380330;Someone Like You...;PG-13;36980;97;61;Ashley Judd;21020;Laura Zigman;2001
460000000;Revolution Studios;USA;Joe Roth;Comedy;936076730;America's Sweethearts;PG-13;37092;102;57;Julia Roberts;49618;Billy Crystal;2001
480000000;Columbia Pictures;USA;Penny Marshall;Biography;301655360;Riding in Cars with Boys;PG-13;37183;132;65;Drew Barrymore;23914;Beverly D'Onofrio;2001
300000000;Paramount Pictures;USA;John A. Davis;Animation;809362320;Jimmy Neutron: Boy Genius;G;37246;82;60;Debi Derryberry;25867;John A. Davis;2001
390000000;Morgan Creek Productions;Canada;David Mamet;Action;472390;Heist;R;37204;109;65;Gene Hackman;29165;David Mamet;2001
240000000;Touchstone Pictures;USA;Brendan Malloy;Comedy;139032620;Out Cold;PG-13;37216;89;63;Flex Alexander;15136;Jon Zack;2001
600000000;Warner Bros.;USA;Lawrence Guterman;Action;933855150;Cats & Dogs;PG;37076;87;51;Alec Baldwin;48987;John Requa;2001
300000000;Columbia Pictures Corporation;USA;Daniel Sackheim;Crime;180012320;The Glass House;PG-13;37148;106;58;Diane Lane;27097;Wesley Strick;2001
490000000;Revolution Studios;USA;James Wong;Action;439057460;The One;PG-13;37197;87;59;Jet Li;81803;Glen Morgan;2001
50000000;Chickie the Cop;USA;Tim Blake Nelson;Drama;160174030;O;R;37134;95;62;Mekhi Phifer;17805;William Shakespeare;2001
0;Cité-Amérique;Canada;Léa Pool;Drama;3023650;Lost and Delirious;R;37154;103;70;Piper Perabo;17910;Susan Swan;2001
220000000;Miramax;USA;Tommy O'Haver;Comedy;115602590;Get Over It;PG-13;36959;87;58;Kirsten Dunst;16224;R. Lee Fleming Jr.;2001
1370000000;Chris Lee Productions;USA;Hironobu Sakaguchi;Animation;321318300;Final Fantasy: The Spirits Within;PG-13;37083;106;64;Alec Baldwin;75443;Hironobu Sakaguchi;2001
220000000;Columbia Pictures Corporation;USA;Dennis Dugan;Action;193515690;Saving Silverman;PG-13;36931;90;59;Jason Biggs;34712;Hank Nelken;2001
0;Payam Films;Iran;Babak Payami;Comedy;1141830;Secret Ballot;G;37190;100;67;Nassim Abdi;1107;Mohsen Makhmalbaf;2001
17000000;Good Machine;USA;Todd Field;Crime;359306040;In the Bedroom;R;37295;130;75;Tom Wilkinson;33720;Robert Festinger;2001
280000000;Alliance Atlantis Communications;UK;Ronny Yu;Action;52040070;Formula 51;R;37547;93;63;Samuel L. Jackson;44231;Stel Pavlou;2001
0;Manhattan Pictures International;UK;Michael Apted;Drama;42983290;Enigma;R;37414;119;64;Dougray Scott;18387;Robert Harris;2001
340000000;Warner Bros.;USA;Michael Tollin;Comedy;196938910;Summer Catch;PG-13;37127;108;50;Freddie Prinze Jr.;13643;Kevin Falls;2001
0;Fine Line Features;USA;Alan Cumming;Comedy;40135060;The Anniversary Party;R;37071;115;63;Alan Cumming;7603;Jennifer Jason Leigh;2001
0;Bandai Visual Company;Japan;Shinichirô Watanabe;Animation;10000450;Cowboy Bebop: The Movie;R;37757;115;79;Beau Billingslea;35003;Marc Handler;2001
140000000;Regency Enterprises;USA;Tom Green;Comedy;142490050;Freddy Got Fingered;R;37001;87;45;Tom Green;41235;Tom Green;2001
0;Paramount Pictures;UK;Barry Skolnick;Comedy;927700;Mean Machine;R;37251;99;65;Vinnie Jones;31212;Tracy Keenan Wynn;2001
110000000;New Line Cinema;USA;Francine McDougall;Comedy;132769530;Sugar & Spice;PG-13;36917;81;56;Marla Sokoloff;12035;Mandy Nelson;2001
750000000;Twentieth Century Fox Film Corporation;USA;Henry Selick;Animation;54119990;Monkeybone;PG-13;36945;93;47;Brendan Fraser;15048;Kaja Blackley;2001
320000000;Paramount Pictures;USA;Brian Robbins;Drama;402197080;Hardball;PG-13;37148;106;64;Keanu Reeves;23931;Daniel Coyle;2001
180000000;Columbia Pictures Corporation;USA;John Boorman;Comedy;137297420;The Tailor of Panama;R;36980;109;61;Pierce Brosnan;25012;John le Carré;2001
750000000;Paramount Pictures;USA;Harold Becker;Crime;452071120;Domestic Disturbance;PG-13;37197;89;55;John Travolta;22199;Lewis Colick;2001
940000000;Franchise Pictures;USA;Renny Harlin;Action;326168690;Driven;PG-13;37008;116;45;Sylvester Stallone;35770;Jan Skrentny;2001
570000000;Universal Pictures;UK;John Madden;Drama;255438950;Captain Corelli's Mandolin;R;37120;131;59;Nicolas Cage;29405;Shawn Slovo;2001
60000000;Killer Films;USA;John Cameron Mitchell;Comedy;30290810;Hedwig and the Angry Inch;R;37134;95;78;John Cameron Mitchell;27739;John Cameron Mitchell;2001
150000000;FilmFour;UK;Gregor Jordan;Comedy;3537430;Buffalo Soldiers;R;37560;98;69;Joaquin Phoenix;21383;Robert O'Connor;2001
470000000;Revolution Studios;USA;Luke Greenfield;Comedy;577430620;The Animal;PG-13;37043;84;48;Rob Schneider;50142;Tom Brady;2001
140000000;Universal Pictures;USA;Mark Waters;Comedy;103973650;Head Over Heels;PG-13;36924;86;54;Monica Potter;12325;John J. Strauss;2001
500000000;Twentieth Century Fox Film Corporation;USA;Gil Junger;Adventure;334228060;Black Knight;PG-13;37216;95;48;Martin Lawrence;32829;Darryl Quarles;2001
0;Artisan Entertainment;USA;Wayne Wang;Drama;10960370;The Center of the World;UNRATED;37029;88;59;Shane Edelman;4177;Wayne Wang;2001
0;New Line Cinema;USA;Brian Koppelman;Crime;116324200;Knockaround Guys;R;37540;92;61;Jennifer Baxter;20533;Brian Koppelman;2001
0;Noé Productions;France;Danis Tanovic;Drama;10598300;Tierra de nadie;R;37400;98;80;Branko Djuric;39646;Danis Tanovic;2001
130000000;Touchstone Pictures;USA;John Stockwell;Drama;169291230;Crazy/Beautiful;PG-13;37071;99;65;Kirsten Dunst;22201;Phil Hay;2001
620000000;Franchise Pictures;USA;Demian Lichtenstein;Action;157386320;3000 Miles to Graceland;R;36945;125;59;Kurt Russell;39439;Richard Recco;2001
55000000;British Broadcasting Corporation (BBC);UK;Richard Eyre;Biography;12921190;Iris;R;37344;91;71;Judi Dench;15426;John Bayley;2001
500000000;Warner Bros.;USA;Andrzej Bartkowiak;Action;517585990;Exit Wounds;R;36966;101;55;Steven Seagal;28779;Ed Horowitz;2001
180000000;October Films;USA;Harald Zwart;Comedy;62906730;One Night at McCool's;R;37008;93;61;Liv Tyler;26528;Stan Seidel;2001
350000000;Miramax;USA;Lasse Hallström;Drama;114342160;The Shipping News;R;37274;111;68;Kevin Spacey;29749;Annie Proulx;2001
0;Daiei Eiga;Japan;Kiyoshi Kurosawa;Horror;490460;Pulse;R;38665;118;66;Haruhiko Katô;12875;Kiyoshi Kurosawa;2001
300000000;Metro-Goldwyn-Mayer (MGM);USA;Peter Howitt;Action;109652090;Antitrust;PG-13;36903;105;61;Ryan Phillippe;26399;Howard Franklin;2001
530000000;Franchise Pictures;USA;Luis Mandoki;Drama;240445320;Angel Eyes;R;37029;102;56;Jennifer Lopez;20298;Gerald Di Pego;2001
0;Film Council;UK;John McKay;Comedy;10800720;Crush;R;37414;108;59;Andie MacDowell;3351;John McKay;2001
250000000;Walt Disney Pictures;USA;Tim Hill;Comedy;172923810;Max Keeble's Big Move;PG;37169;86;54;Alex D. Linz;6177;David L. Watts;2001
490000000;3 Arts Entertainment;Germany;Chris Weitz;Comedy;641865020;Estrenando Cuerpo;PG-13;36938;87;54;Chris Rock;19724;Elaine May;2001
7000000;Alter Ego Entertainment;USA;Michael Cuesta;Crime;11418290;L.I.E.;R;37939;97;72;Brian Cox;8842;Stephen M. Ryder;2001
0;Dharma Productions;India;Karan Johar;Drama;29020000;Kabhi Khushi Kabhie Gham...;Not specified;37239;210;75;Shah Rukh Khan;34762;Karan Johar;2001
900000000;New Line Cinema;USA;Peter Chelsom;Comedy;67199730;Town & Country;R;37008;104;44;Warren Beatty;4284;Michael Laughlin;2001
350000000;Morgan Creek Productions;USA;Les Mayfield;Action;132649860;American Outlaws;PG-13;37120;94;60;Colin Farrell;12534;Roderick Taylor;2001
400000000;Dimension Films;USA;Gary Fleder;Drama;61142370;Impostor;R;37260;95;62;Shane Brolly;20767;Philip K. Dick;2001
0;Fine Line Features;France;Michel Gondry;Comedy;6958760;Human Nature;R;37358;96;64;Tim Robbins;16067;Charlie Kaufman;2001
600000000;Metro-Goldwyn-Mayer (MGM);USA;Sam Weisman;Comedy;320953180;What's the Worst That Could Happen?;PG-13;37043;94;55;Martin Lawrence;13245;Donald E. Westlake;2001
380000000;Greisman Productions;USA;Steve Miner;Action;6233740;Texas Rangers;PG-13;37225;90;52;James Van Der Beek;4922;George Durham;2001
110000000;Revolution Studios;USA;Gregory Poirier;Comedy;135587390;Tomcats;R;36980;95;53;Shannon Elizabeth;15912;Gregory Poirier;2001
130000000;FilmFour;UK;Jez Butterworth;Comedy;49198960;Birthday Girl;R;37288;93;61;Nicole Kidman;22359;Tom Butterworth;2001
0;IFC Productions;India;Mira Nair;Comedy;138769740;Monsoon Wedding;R;37372;114;74;Naseeruddin Shah;20856;Sabrina Dhawan;2001
0;Arte France Cinéma;France;Claire Denis;Horror;91890;Sangre caníbal;NOT RATED;37083;101;60;Vincent Gallo;5701;Claire Denis;2001
330000000;DreamWorks;USA;Woody Allen;Comedy;74965220;The Curse of the Jade Scorpion;PG-13;37127;103;68;Greg Stebner;33870;Woody Allen;2001
10000000;Fox Searchlight Pictures;USA;Charles Herman-Wurmfeld;Comedy;70229400;Kissing Jessica Stein;R;37351;97;66;Jennifer Westfeldt;14583;Heather Juergensen;2001
700000000;Twentieth Century Fox Film Corporation;USA;Steve Carr;Comedy;1129528990;Dr. Dolittle 2;PG;37064;87;47;Eddie Murphy;36199;Hugh Lofting;2001
1000000;Detour Filmproduction;USA;Richard Linklater;Drama;4904750;Tape;R;37449;86;73;Ethan Hawke;16687;Stephen Belber;2001
50000000;Artisan Entertainment;USA;Jon Favreau;Comedy;53087070;Made;R;37134;95;64;Vince Vaughn;15620;Jon Favreau;2001
350000000;Gaumont;France;Jean-Marie Poiré;Comedy;47770070;Just Visiting;PG-13;36987;88;58;Jean Reno;16103;Jean-Marie Poiré;2001
220000000;Twentieth Century Fox Film Corporation;USA;Vondie Curtis-Hall;Drama;42733720;Glitter;PG-13;37155;104;22;Mariah Carey;20019;Cheryl L. West;2001
0;Bandai Visual Company;Japan;Satoshi Kon;Animation;372850;Millennium Actress;PG;37513;87;79;Miyoko Shôji;16917;Satoshi Kon;2001
0;Arte France Cinéma;France;Catherine Breillat;Drama;7241160;Fat Girl;NOT RATED;36957;100;65;Anaïs Reboux;8715;Catherine Breillat;2001
400000000;MDP Worldwide;Germany;Peter Hyams;Action;270538150;El mosquetero;PG-13;37141;104;47;Justin Chambers;13209;Alexandre Dumas;2001
2500000;Blow Up Pictures;USA;Nicole Holofcener;Comedy;41869310;Lovely & Amazing;R;37470;91;69;Catherine Keener;6267;Nicole Holofcener;2001
45000000;Stonelock Pictures;USA;Jill Sprecher;Drama;32881640;Thirteen Conversations About One Thing;R;37442;104;71;Alan Arkin;8888;Karen Sprecher;2001
50000000;Goatsingers, The;USA;Tim Blake Nelson;Drama;5178720;The Grey Zone;R;37225;108;71;David Arquette;9158;Miklos Nyiszli;2001
70000000;3Mark Entertainment;USA;Mitch Davis;Adventure;47203710;The Other Side of Heaven;PG;37358;113;65;Christopher Gorham;3408;Mitch Davis;2001
250000000;Twentieth Century Fox Film Corporation;USA;J.B. Rogers;Comedy;55167080;Say It Isn't So;R;36973;95;49;Chris Klein;11736;Peter Gaulke;2001
0;Fireworks Pictures;USA;Éva Gárdos;Drama;8500230;An American Rhapsody;PG-13;37315;106;69;Nastassja Kinski;3417;Éva Gárdos;2001
160000000;New Line Cinema;USA;Ernest R. Dickerson;Crime;73077560;Bones;R;37188;96;41;Snoop Dogg;5852;Adam Simon;2001
0;New Line Cinema;USA;Todd Solondz;Comedy;9124420;Storytelling;R;37750;87;69;Selma Blair;15833;Todd Solondz;2001
350000000;Warner Bros.;USA;John Whitesell;Action;333574760;See Spot Run;PG;36952;94;54;David Arquette;7788;George Gallo;2001
60000000;Screen Gems;USA;Gary Hardwick;Comedy;274574090;The Brothers;R;36973;106;64;Morris Chestnut;3480;Gary Hardwick;2001
0;Excel Entertainment;India;Farhan Akhtar;Comedy;3000000;Dil Chahta Hai;NOT RATED;37096;183;82;Aamir Khan;54875;Kassim Jagmagia;2001
70000000;Lions Gate Films;USA;DJ Pooh;Comedy;100970960;The Wash;R;37209;100;47;Dr. Dre;5897;DJ Pooh;2001
30000000;i5 Films;USA;Scott McGehee;Crime;88217820;The Deep End;R;37134;101;67;Tilda Swinton;10111;Elisabeth Sanxay Holding;2001
200000000;Ecosse Films;UK;Gillian Armstrong;Drama;6681400;Charlotte Gray;PG-13;37267;121;64;Cate Blanchett;9455;Sebastian Faulks;2001
0;Instituto Nacional de Cine y Artes Audiovisuales (INCAA);Argentina;Juan José Campanella;Comedy;6241530;Son of the Bride;R;37652;123;79;Ricardo Darín;12533;Juan José Campanella;2001
150000000;Screen Gems;USA;J.S. Cardone;Horror;72884510;The Forsaken;R;37008;90;53;Kerr Smith;7560;J.S. Cardone;2001
0;4k Films;Argentina;Lucrecia Martel;Comedy;1032150;La Ciénaga;NOT RATED;36993;103;70;Mercedes Morán;3777;Lucrecia Martel;2001
0;Fireworks Pictures;UK;Sandra Goldbacher;Drama;3049090;Me Without You;R;37218;94;70;Anna Friel;3970;Sandra Goldbacher;2001
110000000;Touchstone Pictures;USA;Rob Pritts;Comedy;239784020;Corky Romano;PG-13;37176;86;46;Chris Kattan;11303;David Garrett;2001
0;Manic LLC;USA;Jordan Melamed;Drama;697160;Manic;R;37764;100;74;Joseph Gordon-Levitt;8676;Michael Bacall;2001
300000000;Alcon Entertainment;USA;Charles Shyer;Drama;4303130;The Affair of the Necklace;R;37232;100;61;Hilary Swank;4644;John Sweet;2001
230000000;Disney Television Animation;USA;Chuck Sheetz;Animation;366967610;Recess: School's Out;G;36938;82;66;Andrew Lawrence;7522;Paul Germain;2001
120000000;Alma UK Limited;UK;Bruce Beresford;Biography;4194140;Bride of the Wind;R;37260;100;57;Sarah Wynter;536;Marilyn Levy;2001
380000000;Fox 2000 Pictures;USA;John Pasquin;Comedy;227708640;Joe Somebody;PG;37246;98;55;Tim Allen;8891;John Scott Shepherd;2001
0;Canal+;France;Jacques Audiard;Crime;13591330;Read My Lips;R;37463;115;74;Vincent Cassel;11746;Jacques Audiard;2001
70000000;Lions Gate Films;UK;Peter Bogdanovich;Drama;32094810;The Cat's Meow;PG-13;37379;114;64;Kirsten Dunst;7093;Steven Peros;2001
170000000;Lost Soul Productions;USA;Stephen Carpenter;Drama;31006500;Soul Survivors;PG-13;37141;84;39;Melissa Sagemiller;7504;Stephen Carpenter;2001
70000000;United Artists;USA;Roman Coppola;Drama;4110340;CQ;R;37407;88;63;Jeremy Davies;4247;Roman Coppola;2001
0;MBP (Germany);Australia;Ray Lawrence;Drama;44604260;Parejas en conflicto;R;37323;121;73;Anthony LaPaglia;17112;Andrew Bovell;2001
0;Allegro Film;Austria;Ulrich Seidl;Drama;130310;Dog Days;R;37568;121;71;Maria Hofstätter;5262;Veronika Franz;2001
0;IMF Internationale Medien und Film GmbH & Co. Produktions KG;USA;Paddy Breathnach;Comedy;6377690;Blow Dry;R;36980;94;63;Alan Rickman;7177;Simon Beaufoy;2001
0;Samuel Goldwyn Films;USA;Maria Ripoll;Comedy;44470140;Tortilla Soup;PG-13;37134;102;66;Hector Elizondo;3663;Hui-Ling Wang;2001
0;Werner Herzog Filmproduktion;UK;Werner Herzog;Drama;806360;Invincible;PG-13;37273;133;65;Jouko Ahola;3695;Werner Herzog;2001
0;Arclightz and Films Pvt. Ltd.;India;Santosh Sivan;Action;7027770;Ashoka the Great;R;37190;169;67;Shah Rukh Khan;11597;Saket Chaudhary;2001
130000000;Screen Gems;USA;Mark Brown;Comedy;222359010;Two Can Play That Game;R;37141;90;61;Vivica A. Fox;4642;Mark Brown;2001
0;Arte;Germany;Sandra Nettelbeck;Comedy;41604750;Mostly Martha;PG;37526;109;73;Martina Gedeck;7121;Sandra Nettelbeck;2001
0;EuropaCorp;France;Gérard Krawczyk;Action;815250;Wasabi;R;37659;94;66;Jean Reno;31525;Luc Besson;2001
70000000;Bates Entertainment;USA;Doug McHenry;Comedy;232475390;Kingdom Come;PG;36992;94;57;LL Cool J;1846;David Dean Bottrell;2001
0;Sacher Film;Italy;Nanni Moretti;Drama;10144160;The Son's Room;R;36959;99;74;Nanni Moretti;15598;Nanni Moretti;2001
135000000;Universal Pictures;USA;Kasi Lemmons;Crime;6871940;The Caveman's Valentine;R;37154;105;60;Samuel L. Jackson;5794;George Dawes Green;2001
0;Canal+ España;Spain;Juan Carlos Fresnadillo;Drama;3026750;Intacto;R;37204;108;69;Max von Sydow;11784;Juan Carlos Fresnadillo;2001
100000000;A Happy Place;USA;Eric Bross;Comedy;43567430;On the Line;PG;37190;85;41;Lance Bass;3767;Eric Aronson;2001
25000000;Columbia TriStar Home Video;USA;Blair Treu;Comedy;4051820;Little Secrets;PG;37491;96;65;Evan Rachel Wood;2814;Jessica Barondes;2001
0;Aboriginal Peoples Television Network;Canada;Zacharias Kunuk;Drama;37868010;Atanarjuat: The Fast Runner;R;37463;172;75;Natar Ungalaaq;5768;Paul Apak Angilirq;2001
0;Renaissance Films;UK;Rose Troche;Drama;3191250;The Safety of Objects;R;37918;121;66;Glenn Close;3853;A.M. Homes;2001
0;Bavaria Film;Germany;Caroline Link;Biography;61734850;En algún lugar de África;R;37757;141;77;Juliane Köhler;11175;Caroline Link;2001
1000000000;Miramax;USA;Martin Scorsese;Crime;778120000;Gangs of New York;R;37610;167;75;Leonardo DiCaprio;340246;Jay Cocks;2002
1000000000;1492 Pictures;UK;Chris Columbus;Adventure;2619884820;Harry Potter and the Chamber of Secrets;PG;37575;161;74;Daniel Radcliffe;432417;J.K. Rowling;2002
1390000000;Columbia Pictures Corporation;USA;Sam Raimi;Action;4037063750;Spider-Man;PG-13;37379;121;73;Tobey Maguire;587005;Stan Lee;2002
520000000;DreamWorks;USA;Steven Spielberg;Biography;1646153510;Catch Me If You Can;PG-13;37615;141;81;Leonardo DiCaprio;611179;Jeff Nathanson;2002
33000000;O2 Filmes;Brazil;Fernando Meirelles;Crime;75633970;City of God;R;38030;130;87;Alexandre Rodrigues;580295;Paulo Lins;2002
350000000;R.P. Productions;France;Roman Polanski;Biography;325725770;The Pianist;R;37708;150;85;Adrien Brody;558449;Ronald Harwood;2002
110000000;Warner Bros.;USA;Adam Shankman;Drama;412270690;A Walk to Remember;PG;37281;101;74;Mandy Moore;174670;Nicholas Sparks;2002
0;120 Films;France;Gaspar Noé;Crime;7535010;Irreversible;NOT RATED;37398;97;74;Monica Bellucci;95140;Gaspar Noé;2002
450000000;Miramax;USA;Rob Marshall;Comedy;1706875180;Chicago;PG-13;37645;113;72;Renée Zellweger;184943;Bill Condon;2002
80000000;DNA Films;UK;Danny Boyle;Drama;450649150;28 Days Later...;R;37799;113;76;Cillian Murphy;320108;Alex Garland;2002
940000000;New Line Cinema;USA;Peter Jackson;Adventure;3425513650;The Lord of the Rings: The Two Towers;PG-13;37608;179;87;Elijah Wood;1206786;J.R.R. Tolkien;2002
480000000;DreamWorks;USA;Gore Verbinski;Horror;1291281330;The Ring;PG-13;37547;115;71;Naomi Watts;275425;Ehren Kruger;2002
410000000;Imagine Entertainment;USA;Curtis Hanson;Drama;1167240750;8 Mile;R;37568;110;70;Eminem;204990;Scott Silver;2002
840000000;Warner Bros.;USA;Raja Gosnell;Animation;1532881820;Scooby-Doo;PG;37421;100;50;Matthew Lillard;77811;James Gunn;2002
500000000;Fox 2000 Pictures;USA;Adrian Lyne;Drama;528010000;Unfaithful;R;37386;124;67;Richard Gere;67756;Claude Chabrol;2002
1020000000;Twentieth Century Fox Film Corporation;USA;Steven Spielberg;Action;1320729260;Minority Report;PG-13;37428;145;77;Tom Cruise;430579;Philip K. Dick;2002
40000000;Slough Pond;USA;Steven Shainberg;Comedy;40596800;Secretary;R;37540;107;70;James Spader;72138;Erin Cressida Wilson;2002
600000000;Universal Pictures;USA;Doug Liman;Action;1216616830;The Bourne Identity;PG-13;37421;119;79;Franka Potente;442597;Tony Gilroy;2002
350000000;Touchstone Pictures;UK;Kevin Reynolds;Action;542340620;The Count of Monte Cristo;PG-13;37281;131;77;Jim Caviezel;111649;Alexandre Dumas;2002
800000000;DreamWorks;USA;Sam Mendes;Crime;1044547620;Road to Perdition;R;37449;117;77;Tom Hanks;214021;Max Allan Collins;2002
380000000;Touchstone Pictures;USA;Andy Tennant;Comedy;1272234180;Sweet Home Alabama;PG-13;37526;108;62;Reese Witherspoon;89028;Douglas J. Eboch;2002
1150000000;Lucasfilm;USA;George Lucas;Action;3106755830;Star Wars: Episode II - Attack of the Clones;PG;37392;142;66;Hayden Christensen;510731;George Lucas;2002
750000000;Icon Entertainment International;USA;Randall Wallace;Action;781227180;We Were Soldiers;R;37316;138;72;Mel Gibson;111599;Harold G. Moore;2002
480000000;Columbia Pictures Corporation;USA;David Fincher;Crime;963973340;Panic Room;R;37344;112;68;Jodie Foster;220623;David Koepp;2002
460000000;Alcon Entertainment;USA;Christopher Nolan;Drama;673555130;Insomnia;R;37400;118;72;Al Pacino;235773;Hillary Seitz;2002
250000000;Paramount Pictures;USA;Stephen Daldry;Drama;416759940;The Hours;PG-13;37666;110;76;Meryl Streep;108353;Michael Cunningham;2002
780000000;Universal Pictures;Germany;Brett Ratner;Crime;931498980;Dragón rojo;R;37533;124;72;Anthony Hopkins;215791;Thomas Harris;2002
330000000;Constantin Film;UK;Paul W.S. Anderson;Action;401197090;Resident Evil;R;37330;100;67;Milla Jovovich;216222;Paul W.S. Anderson;2002
200000000;Dimension Films;USA;Kurt Wimmer;Action;12039740;Equilibrium;R;37596;107;75;Christian Bale;277569;Kurt Wimmer;2002
1420000000;Eon Productions;UK;Lee Tamahori;Action;1609421390;Die Another Day;PG-13;37582;133;61;Pierce Brosnan;179342;Ian Fleming;2002
1400000000;Columbia Pictures Corporation;USA;Barry Sonnenfeld;Action;1904188030;Men in Black II;PG-13;37440;88;61;Tommy Lee Jones;284356;Lowell Cunningham;2002
720000000;Touchstone Pictures;USA;M. Night Shyamalan;Drama;2279666340;Signs;PG-13;37470;106;67;Mel Gibson;292420;M. Night Shyamalan;2002
190000000;Beverly Detroit;USA;Spike Jonze;Comedy;222458610;Adaptation.;R;37666;114;77;Nicolas Cage;153539;Susan Orlean;2002
540000000;New Line Cinema;Germany;Guillermo del Toro;Action;823483190;Blade II;R;37337;117;67;Wesley Snipes;171317;Marv Wolfman;2002
50000000;Gold Circle Films;Canada;Joel Zwick;Comedy;2414382080;Casarse... está en griego;PG;37470;95;66;Nia Vardalos;107984;Nia Vardalos;2002
600000000;Paramount Pictures;USA;Stuart Baird;Action;432544090;Star Trek: Nemesis;PG-13;37603;116;64;Patrick Stewart;62507;Gene Roddenberry;2002
590000000;Twentieth Century Fox Film Corporation;USA;Chris Wedge;Animation;1763874050;Ice Age;PG;37330;81;76;Denis Leary;357258;Michael J. Wilson;2002
700000000;Revolution Studios;USA;Rob Cohen;Action;1421093820;xXx;PG-13;37477;124;58;Vin Diesel;156008;Rich Wilkes;2002
0;Touchstone Pictures;USA;Tom Brady;Comedy;350815940;The Hot Chick;PG-13;37603;104;55;Rob Schneider;79439;Tom Brady;2002
800000000;Walt Disney Pictures;USA;Dean DeBlois;Animation;1457943380;Lilo & Stitch;PG;37428;85;72;Daveigh Chase;131270;Chris Sanders;2002
630000000;New Line Cinema;USA;Jay Roach;Action;2133078890;Austin Powers in Goldmember;PG-13;37463;94;62;Mike Myers;172153;Mike Myers;2002
0;Kintop Pictures;UK;Gurinder Chadha;Comedy;325434490;Bend It Like Beckham;PG-13;37834;112;67;Parminder Nagra;94400;Gurinder Chadha;2002
130000000;Fox 2000 Pictures;USA;Joel Schumacher;Crime;465662120;Phone Booth;R;37715;81;71;Colin Farrell;221926;Larry Cohen;2002
120000000;Handprint Entertainment;USA;Julie Taymor;Biography;258850000;Frida;R;37582;123;74;Salma Hayek;66915;Hayden Herrera;2002
180000000;Paramount Pictures;USA;Jake Kasdan;Comedy;410329150;Orange County;PG-13;37267;82;62;Colin Hanks;42919;Mike White;2002
1400000000;Walt Disney Feature Animation;USA;Ron Clements;Animation;381767830;Treasure Planet;PG;37587;95;71;Joseph Gordon-Levitt;79637;Robert Louis Stevenson;2002
1000000000;First Light Production;UK;Kathryn Bigelow;Drama;351689660;K-19: The Widowmaker;PG-13;37456;138;67;Harrison Ford;52002;Louis Nowra;2002
60000000;Myriad Pictures;Germany;Walt Becker;Comedy;210053290;Van Wilder: Party Liaison;R;37351;92;64;Ryan Reynolds;93275;Brent Goldberg;2002
600000000;Spyglass Entertainment;USA;Rob Bowman;Action;430619820;Reign of Fire;PG-13;37449;101;62;Matthew McConaughey;113304;Gregg Chabot;2002
600000000;Universal Pictures;USA;Chuck Russell;Action;910470770;The Scorpion King;PG-13;37365;92;55;Dwayne Johnson;110841;Stephen Sommers;2002
250000000;New Line Cinema;USA;Paul Thomas Anderson;Comedy;178442160;Punch-Drunk Love;R;37561;95;73;Adam Sandler;118802;Paul Thomas Anderson;2002
350000000;Warner Bros.;USA;Steve Beck;Horror;301134910;Ghost Ship;R;37554;91;55;Julianna Margulies;80523;Mark Hanlon;2002
430000000;Columbia Pictures Corporation;USA;Roger Kumble;Comedy;247181640;The Sweetest Thing;R;37358;88;51;Cameron Diaz;48712;Nancy Pimental;2002
470000000;Twentieth Century Fox Film Corporation;USA;Steven Soderbergh;Drama;149700380;Solaris;PG-13;37587;99;62;George Clooney;70859;Stanislaw Lem;2002
210000000;EuropaCorp;France;Louis Leterrier;Action;252964470;The Transporter;PG-13;37540;92;68;Jason Statham;252974;Luc Besson;2002
300000000;Universal Pictures;UK;Chris Weitz;Comedy;413852780;About a Boy;PG-13;37393;101;71;Hugh Grant;151125;Nick Hornby;2002
400000000;Regency Enterprises;USA;Stephen Herek;Comedy;144485890;Life or Something Like It;PG-13;37372;103;58;Angelina Jolie;20540;John Scott Shepherd;2002
310000000;Beijing New Picture Film Co.;China;Yimou Zhang;Action;537100190;Hero;PG-13;38226;107;79;Jet Li;157335;Feng Li;2002
64289660;Media Asia Films;Hong Kong;Wai-Keung Lau;Crime;1696590;Infernal Affairs;R;37602;101;81;Andy Lau;100326;Alan Mak;2002
